comfort_weight,energy_cost,discomfort_index,comfort_violations_hours
10,161.44937667846682,0.13083457946777344,2
25,161.74272327423097,0.005580902099609375,1
50,163.5090647697449,0.017688751220703125,1
100,165.4673436164856,0.0,0
200,168.1513572692871,0.0,0
500,164.4464647769928,0.15843772888183594,1
1000,159.90732135772706,0.0,0
