retrofit,heating_system,baseline_heating_btu,post_retrofit_btu,intensity_reduction_pct,retrofit_cost,hp_cost,total_capital,retrofit_annual,hp_annual_capital,annual_op_cost,total_annual_cost,annual_emissions_kg,annual_emissions_tons,household_id,envelope_class,hdd,heated_sqft,scenario_id
No Retrofit,Gas Furnace,49239.02899999878,49239.02899999878,0.0,0.0,0.0,0.0,0.0,0.0,0.7385854349999815,0.7385854349999815,3.2620856712499187,0.0032620856712499186,108014,good,10761,1900,none_none
No Retrofit,Standard Heat Pump,49239.02899999878,49239.02899999878,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.0823350454278746,1157.1897863563597,3.030538127198049,0.003030538127198049,108014,good,10761,1900,none_standard_hp
No Retrofit,Cold Climate Heat Pump,49239.02899999878,49239.02899999878,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.8658680363422998,1735.0270450027401,2.4244305017584393,0.0024244305017584395,108014,good,10761,1900,none_cold_climate_hp
No Retrofit,Gas Furnace,16641.512999999675,16641.512999999675,0.0,0.0,0.0,0.0,0.0,0.0,0.24962269499999512,0.24962269499999512,1.1025002362499785,0.0011025002362499785,110778,medium,4434,800,none_none
No Retrofit,Standard Heat Pump,16641.512999999675,16641.512999999675,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.26288259841719797,1156.370333909349,0.7360712755681543,0.0007360712755681544,110778,medium,4434,800,none_standard_hp
No Retrofit,Cold Climate Heat Pump,16641.512999999675,16641.512999999675,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.22284565074476453,1734.3840226171426,0.6239678220853407,0.0006239678220853408,110778,medium,4434,800,none_cold_climate_hp
Air Sealing,Gas Furnace,16641.512999999675,14977.361699999708,10.0,400.0,0.0,400.0,32.09703487627652,0.0,0.22466042549999563,32.321695301776515,0.9922502126249807,0.0009922502126249806,110778,medium,4434,800,air_seal_none
Air Sealing,Standard Heat Pump,16641.512999999675,14977.361699999708,10.0,400.0,12000.0,12400.0,32.09703487627652,1156.1074513109318,0.23659433857547815,1188.4410805257837,0.6624641480113388,0.0006624641480113388,110778,medium,4434,800,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,16641.512999999675,14977.361699999708,10.0,400.0,18000.0,18400.0,32.09703487627652,1734.1611769663978,0.20056108567028805,1766.4587729283444,0.5615710398768066,0.0005615710398768066,110778,medium,4434,800,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,16641.512999999675,14145.286049999724,15.0,1200.0,0.0,1200.0,78.06172209633188,0.0,0.21217929074999584,78.27390138708188,0.9371252008124816,0.0009371252008124816,110778,medium,4434,800,attic_insulation_none
Attic Insulation,Standard Heat Pump,16641.512999999675,14145.286049999724,15.0,1200.0,12000.0,13200.0,78.06172209633188,1156.1074513109318,0.2234502086546183,1234.3926236159182,0.6256605842329311,0.0006256605842329311,110778,medium,4434,800,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,16641.512999999675,14145.286049999724,15.0,1200.0,18000.0,19200.0,78.06172209633188,1734.1611769663978,0.18941880313304987,1812.4123178658626,0.5303726487725396,0.0005303726487725397,110778,medium,4434,800,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,14455.762999999943,14455.762999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.21683644499999913,0.21683644499999913,0.9576942987499961,0.0009576942987499961,111542,medium,1249,1010,none_none
No Retrofit,Standard Heat Pump,14455.762999999943,14455.762999999943,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.18157464830011652,1156.2890259592318,0.5084090152403263,0.0005084090152403263,111542,medium,1249,1010,none_standard_hp
No Retrofit,Cold Climate Heat Pump,14455.762999999943,14455.762999999943,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.15887781726260194,1734.3200547836605,0.4448578883352855,0.0004448578883352855,111542,medium,1249,1010,none_cold_climate_hp
Air Sealing,Gas Furnace,14455.762999999943,13010.18669999995,10.0,505.0,0.0,505.0,40.5225065312991,0.0,0.19515280049999922,40.7176593317991,0.8619248688749965,0.0008619248688749965,111542,medium,1249,1010,air_seal_none
Air Sealing,Standard Heat Pump,14455.762999999943,13010.18669999995,10.0,505.0,12000.0,12505.0,40.5225065312991,1156.1074513109318,0.16341718347010487,1196.793375025701,0.45756811371629363,0.00045756811371629365,111542,medium,1249,1010,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,14455.762999999943,13010.18669999995,10.0,505.0,18000.0,18505.0,40.5225065312991,1734.1611769663978,0.14299003553634176,1774.8266735332331,0.4003720995017569,0.0004003720995017569,111542,medium,1249,1010,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,14455.762999999943,12287.398549999953,15.0,1515.0,0.0,1515.0,98.552924146619,0.0,0.18431097824999926,98.737235124869,0.8140401539374967,0.0008140401539374968,111542,medium,1249,1010,attic_insulation_none
Attic Insulation,Standard Heat Pump,14455.762999999943,12287.398549999953,15.0,1515.0,12000.0,13515.0,98.552924146619,1156.1074513109318,0.15433845105509905,1254.8147139086059,0.4321476629542773,0.0004321476629542773,111542,medium,1249,1010,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,14455.762999999943,12287.398549999953,15.0,1515.0,18000.0,19515.0,98.552924146619,1734.1611769663978,0.13504614467321166,1832.84914725769,0.37812920508499265,0.00037812920508499266,111542,medium,1249,1010,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,13504.021999999857,13504.021999999857,0.0,0.0,0.0,0.0,0.0,0.0,0.20256032999999787,0.20256032999999787,0.8946414574999906,0.0008946414574999905,100157,medium,3354,860,none_none
No Retrofit,Standard Heat Pump,13504.021999999857,13504.021999999857,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.17865494110288013,1156.2861062520346,0.5002338350880643,0.0005002338350880643,100157,medium,3354,860,none_standard_hp
No Retrofit,Cold Climate Heat Pump,13504.021999999857,13504.021999999857,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.15528913661649768,1734.3164661030144,0.4348095825261935,0.0004348095825261935,100157,medium,3354,860,none_cold_climate_hp
Air Sealing,Gas Furnace,13504.021999999857,12153.619799999871,10.0,430.0,0.0,430.0,34.504312491997254,0.0,0.18230429699999806,34.68661678899725,0.8051773117499914,0.0008051773117499914,100157,medium,3354,860,air_seal_none
Air Sealing,Standard Heat Pump,13504.021999999857,12153.619799999871,10.0,430.0,12000.0,12430.0,34.504312491997254,1156.1074513109318,0.1607894469925921,1190.7725532499217,0.4502104515792579,0.00045021045157925786,100157,medium,3354,860,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,13504.021999999857,12153.619799999871,10.0,430.0,18000.0,18430.0,34.504312491997254,1734.1611769663978,0.1397602229548479,1768.80524968135,0.3913286242735741,0.0003913286242735741,100157,medium,3354,860,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,13504.021999999857,11478.418699999878,15.0,1290.0,0.0,1290.0,83.91635125355677,0.0,0.1721762804999982,84.08852753405677,0.7604452388749919,0.0007604452388749919,100157,medium,3354,860,attic_insulation_none
Attic Insulation,Standard Heat Pump,13504.021999999857,11478.418699999878,15.0,1290.0,12000.0,13290.0,83.91635125355677,1156.1074513109318,0.1518566999374481,1240.175659264426,0.42519875982485467,0.0004251987598248547,100157,medium,3354,860,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,13504.021999999857,11478.418699999878,15.0,1290.0,18000.0,19290.0,83.91635125355677,1734.1611769663978,0.13199576612402303,1818.2095239860785,0.36958814514726446,0.00036958814514726445,100157,medium,3354,860,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,57570.44999999972,57570.44999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.8635567499999958,0.8635567499999958,3.8140423124999816,0.0038140423124999817,110297,medium,8687,1100,none_none
No Retrofit,Standard Heat Pump,57570.44999999972,57570.44999999972,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.2654700322391497,1157.372921343171,3.543316090269619,0.003543316090269619,110297,medium,8687,1100,none_standard_hp
No Retrofit,Cold Climate Heat Pump,57570.44999999972,57570.44999999972,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,1.0123760257913197,1735.1735529921891,2.834652872215695,0.002834652872215695,110297,medium,8687,1100,none_cold_climate_hp
Air Sealing,Gas Furnace,57570.44999999972,51813.40499999975,10.0,550.0,0.0,550.0,44.13342295488021,0.0,0.7772010749999962,44.9106240298802,3.4326380812499835,0.0034326380812499833,110297,medium,8687,1100,air_seal_none
Air Sealing,Standard Heat Pump,57570.44999999972,51813.40499999975,10.0,550.0,12000.0,12550.0,44.13342295488021,1156.1074513109318,1.1389230290152348,1201.379797294827,3.1889844812426573,0.0031889844812426574,110297,medium,8687,1100,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,57570.44999999972,51813.40499999975,10.0,550.0,18000.0,18550.0,44.13342295488021,1734.1611769663978,0.9111384232121879,1779.20573834449,2.551187584994126,0.002551187584994126,110297,medium,8687,1100,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,57570.44999999972,48934.88249999977,15.0,1650.0,0.0,1650.0,107.33486788245634,0.0,0.7340232374999963,108.06889111995633,3.2419359656249838,0.0032419359656249837,110297,medium,8687,1100,attic_insulation_none
Attic Insulation,Standard Heat Pump,57570.44999999972,48934.88249999977,15.0,1650.0,12000.0,13650.0,107.33486788245634,1156.1074513109318,1.0756495274032774,1264.5179687207915,3.0118186767291766,0.0030118186767291765,110297,medium,8687,1100,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,57570.44999999972,48934.88249999977,15.0,1650.0,18000.0,19650.0,107.33486788245634,1734.1611769663978,0.8605196219226219,1842.3565644707767,2.4094549413833413,0.002409454941383341,110297,medium,8687,1100,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,76009.04499999844,76009.04499999844,0.0,0.0,0.0,0.0,0.0,0.0,1.1401356749999765,1.1401356749999765,5.035599231249896,0.005035599231249896,100151,good,8075,2300,none_none
No Retrofit,Standard Heat Pump,76009.04499999844,76009.04499999844,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.6707732634817944,1157.7782245744136,4.6781651377490245,0.004678165137749025,100151,good,8075,2300,none_standard_hp
No Retrofit,Cold Climate Heat Pump,76009.04499999844,76009.04499999844,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,1.3366186107854354,1735.4977955771833,3.7425321101992193,0.0037425321101992193,100151,good,8075,2300,none_cold_climate_hp
No Retrofit,Gas Furnace,63053.44499999892,63053.44499999892,0.0,0.0,0.0,0.0,0.0,0.0,0.9458016749999838,0.9458016749999838,4.177290731249928,0.004177290731249928,112498,medium,6324,2550,none_none
No Retrofit,Standard Heat Pump,63053.44499999892,63053.44499999892,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.3859930759085342,1157.4934443868403,3.8807806125438957,0.0038807806125438957,112498,medium,6324,2550,none_standard_hp
No Retrofit,Cold Climate Heat Pump,63053.44499999892,63053.44499999892,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,1.1087944607268274,1735.2699714271246,3.1046244900351163,0.0031046244900351165,112498,medium,6324,2550,none_cold_climate_hp
Air Sealing,Gas Furnace,63053.44499999892,56748.10049999903,10.0,1275.0,0.0,1275.0,102.30929866813139,0.0,0.8512215074999855,103.16052017563138,3.759561658124936,0.003759561658124936,112498,medium,6324,2550,air_seal_none
Air Sealing,Standard Heat Pump,63053.44499999892,56748.10049999903,10.0,1275.0,12000.0,13275.0,102.30929866813139,1156.1074513109318,1.2473937683176808,1259.6641437473806,3.4927025512895065,0.0034927025512895065,112498,medium,6324,2550,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,63053.44499999892,56748.10049999903,10.0,1275.0,18000.0,19275.0,102.30929866813139,1734.1611769663978,0.9979150146541447,1837.4683906491832,2.794162041031605,0.002794162041031605,112498,medium,6324,2550,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,63053.44499999892,53595.42824999908,15.0,3825.0,0.0,3825.0,248.82173918205788,0.0,0.8039314237499862,249.62567060580787,3.5506971215624388,0.0035506971215624387,112498,medium,6324,2550,attic_insulation_none
Attic Insulation,Standard Heat Pump,63053.44499999892,53595.42824999908,15.0,3825.0,12000.0,15825.0,248.82173918205788,1156.1074513109318,1.178094114522254,1406.107284607512,3.2986635206623114,0.0032986635206623113,112498,medium,6324,2550,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,63053.44499999892,53595.42824999908,15.0,3825.0,18000.0,21825.0,248.82173918205788,1734.1611769663978,0.9424752916178032,1983.9253914400733,2.638930816529849,0.0026389308165298488,112498,medium,6324,2550,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,31661.412999999353,31661.412999999353,0.0,0.0,0.0,0.0,0.0,0.0,0.4749211949999902,0.4749211949999902,2.0975686112499567,0.0020975686112499566,112897,good,7124,1850,none_none
No Retrofit,Standard Heat Pump,31661.412999999353,31661.412999999353,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.6959572025205016,1156.8034085134523,1.9486801670574045,0.0019486801670574045,112897,good,7124,1850,none_standard_hp
No Retrofit,Cold Climate Heat Pump,31661.412999999353,31661.412999999353,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.5567657620164013,1734.717942728414,1.5589441336459235,0.0015589441336459236,112897,good,7124,1850,none_cold_climate_hp
No Retrofit,Gas Furnace,19495.82599999984,19495.82599999984,0.0,0.0,0.0,0.0,0.0,0.0,0.2924373899999976,0.2924373899999976,1.2915984724999894,0.0012915984724999894,114923,good,1565,2200,none_none
No Retrofit,Standard Heat Pump,19495.82599999984,19495.82599999984,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.2448814185228585,1156.3523327294547,0.6856679718640039,0.0006856679718640038,114923,good,1565,2200,none_standard_hp
No Retrofit,Cold Climate Heat Pump,19495.82599999984,19495.82599999984,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.21427124120750118,1734.3754482076054,0.5999594753810034,0.0005999594753810034,114923,good,1565,2200,none_cold_climate_hp
No Retrofit,Gas Furnace,59234.300999998246,59234.300999998246,0.0,0.0,0.0,0.0,0.0,0.0,0.8885145149999736,0.8885145149999736,3.9242724412498835,0.003924272441249883,109636,medium,6675,3000,none_none
No Retrofit,Standard Heat Pump,59234.300999998246,59234.300999998246,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.3020435448416963,1157.4094948557736,3.64572192555675,0.00364572192555675,109636,medium,6675,3000,none_standard_hp
No Retrofit,Cold Climate Heat Pump,59234.300999998246,59234.300999998246,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,1.0416348358733571,1735.202811802271,2.9165775404453997,0.0029165775404454,109636,medium,6675,3000,none_cold_climate_hp
Air Sealing,Gas Furnace,59234.300999998246,53310.870899998416,10.0,1500.0,0.0,1500.0,120.36388078603693,0.0,0.7996630634999761,121.16354384953691,3.5318451971248943,0.003531845197124894,109636,medium,6675,3000,air_seal_none
Air Sealing,Standard Heat Pump,59234.300999998246,53310.870899998416,10.0,1500.0,12000.0,13500.0,120.36388078603693,1156.1074513109318,1.1718391903575267,1277.6431712873261,3.2811497330010746,0.0032811497330010745,109636,medium,6675,3000,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,59234.300999998246,53310.870899998416,10.0,1500.0,18000.0,19500.0,120.36388078603693,1734.1611769663978,0.9374713522860213,1855.4625291047207,2.6249197864008598,0.0026249197864008597,109636,medium,6675,3000,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,59234.300999998246,50349.155849998504,15.0,4500.0,0.0,4500.0,292.73145786124456,0.0,0.7552373377499775,293.48669519899454,3.3356315750624006,0.0033356315750624004,109636,medium,6675,3000,attic_insulation_none
Attic Insulation,Standard Heat Pump,59234.300999998246,50349.155849998504,15.0,4500.0,12000.0,16500.0,292.73145786124456,1156.1074513109318,1.106737013115442,1449.9456461852917,3.0988636367232374,0.0030988636367232374,109636,medium,6675,3000,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,59234.300999998246,50349.155849998504,15.0,4500.0,18000.0,22500.0,292.73145786124456,1734.1611769663978,0.8853896104923535,2027.7780244381347,2.47909090937859,0.00247909090937859,109636,medium,6675,3000,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,55304.63399999913,55304.63399999913,0.0,0.0,0.0,0.0,0.0,0.0,0.8295695099999868,0.8295695099999868,3.663932002499942,0.003663932002499942,104641,medium,5964,1870,none_none
No Retrofit,Standard Heat Pump,55304.63399999913,55304.63399999913,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.20482119017934,1157.312272501111,3.373499332502152,0.003373499332502152,104641,medium,5964,1870,none_standard_hp
No Retrofit,Cold Climate Heat Pump,55304.63399999913,55304.63399999913,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.9655794923677157,1735.1267564587654,2.703622578629604,0.002703622578629604,104641,medium,5964,1870,none_cold_climate_hp
Air Sealing,Gas Furnace,55304.63399999913,49774.170599999234,10.0,935.0,0.0,935.0,75.02681902329635,0.0,0.7466125589999885,75.77343158229634,3.297538802249949,0.003297538802249949,104641,medium,5964,1870,air_seal_none
Air Sealing,Standard Heat Pump,55304.63399999913,49774.170599999234,10.0,935.0,12000.0,12935.0,75.02681902329635,1156.1074513109318,1.0843390711614063,1232.2186094053895,3.0361493992519377,0.0030361493992519376,104641,medium,5964,1870,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,55304.63399999913,49774.170599999234,10.0,935.0,18000.0,18935.0,75.02681902329635,1734.1611769663978,0.8690215431309443,1810.057017532825,2.433260320766644,0.002433260320766644,104641,medium,5964,1870,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,55304.63399999913,47008.93889999926,15.0,2805.0,0.0,2805.0,182.46927540017577,0.0,0.7051340834999889,183.17440948367576,3.1143422021249507,0.003114342202124951,104641,medium,5964,1870,attic_insulation_none
Attic Insulation,Standard Heat Pump,55304.63399999913,47008.93889999926,15.0,2805.0,12000.0,14805.0,182.46927540017577,1156.1074513109318,1.024098011652439,1339.60082472276,2.8674744326268287,0.0028674744326268285,104641,medium,5964,1870,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,55304.63399999913,47008.93889999926,15.0,2805.0,18000.0,20805.0,182.46927540017577,1734.1611769663978,0.8207425685125583,1917.451194935086,2.2980791918351633,0.0022980791918351634,104641,medium,5964,1870,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,54363.14099999977,54363.14099999977,0.0,0.0,0.0,0.0,0.0,0.0,0.8154471149999964,0.8154471149999964,3.6015580912499843,0.003601558091249984,109312,good,4509,3900,none_none
No Retrofit,Standard Heat Pump,54363.14099999977,54363.14099999977,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.8704930939960761,1156.977944404928,2.437380663189013,0.002437380663189013,109312,good,4509,3900,none_standard_hp
No Retrofit,Cold Climate Heat Pump,54363.14099999977,54363.14099999977,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.7363853919476897,1734.8975623583453,2.0618790974535313,0.0020618790974535313,109312,good,4509,3900,none_cold_climate_hp
No Retrofit,Gas Furnace,43411.09499999999,43411.09499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6511664249999997,0.6511664249999997,2.8759850437499987,0.0028759850437499986,102823,medium,2848,1500,none_none
No Retrofit,Standard Heat Pump,43411.09499999999,43411.09499999999,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.54527417936694,1156.6527254902987,1.526767702227432,0.001526767702227432,102823,medium,2848,1500,none_standard_hp
No Retrofit,Cold Climate Heat Pump,43411.09499999999,43411.09499999999,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.4771149069460725,1734.6382918733439,1.335921739449003,0.001335921739449003,102823,medium,2848,1500,none_cold_climate_hp
Air Sealing,Gas Furnace,43411.09499999999,39069.98549999999,10.0,750.0,0.0,750.0,60.181940393018465,0.0,0.5860497824999997,60.76799017551846,2.588386539374999,0.0025883865393749993,102823,medium,2848,1500,air_seal_none
Air Sealing,Standard Heat Pump,43411.09499999999,39069.98549999999,10.0,750.0,12000.0,12750.0,60.181940393018465,1156.1074513109318,0.490746761430246,1216.7801384653806,1.3740909320046888,0.0013740909320046888,102823,medium,2848,1500,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,43411.09499999999,39069.98549999999,10.0,750.0,18000.0,18750.0,60.181940393018465,1734.1611769663978,0.4294034162514652,1794.7725207756678,1.2023295655041026,0.0012023295655041026,102823,medium,2848,1500,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,43411.09499999999,36899.430749999985,15.0,2250.0,0.0,2250.0,146.36572893062228,0.0,0.5534914612499997,146.91922039187227,2.4445872871874985,0.0024445872871874984,102823,medium,2848,1500,attic_insulation_none
Attic Insulation,Standard Heat Pump,43411.09499999999,36899.430749999985,15.0,2250.0,12000.0,14250.0,146.36572893062228,1156.1074513109318,0.463483052461899,1302.936663294016,1.2977525468933173,0.0012977525468933174,102823,medium,2848,1500,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,43411.09499999999,36899.430749999985,15.0,2250.0,18000.0,20250.0,146.36572893062228,1734.1611769663978,0.4055476709041616,1880.932453567924,1.1355334785316527,0.0011355334785316527,102823,medium,2848,1500,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,18362.3859999999,18362.3859999999,0.0,0.0,0.0,0.0,0.0,0.0,0.27543578999999846,0.27543578999999846,1.2165080724999933,0.0012165080724999932,106119,medium,1379,1600,none_none
No Retrofit,Standard Heat Pump,18362.3859999999,18362.3859999999,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.23064460726846298,1156.3380959182002,0.6458049003516964,0.0006458049003516963,106119,medium,1379,1600,none_standard_hp
No Retrofit,Cold Climate Heat Pump,18362.3859999999,18362.3859999999,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.2018140313599051,1734.3629909977576,0.5650792878077343,0.0005650792878077343,106119,medium,1379,1600,none_cold_climate_hp
Air Sealing,Gas Furnace,18362.3859999999,16526.14739999991,10.0,800.0,0.0,800.0,64.19406975255303,0.0,0.2478922109999986,64.44196196355303,1.094857265249994,0.001094857265249994,106119,medium,1379,1600,air_seal_none
Air Sealing,Standard Heat Pump,18362.3859999999,16526.14739999991,10.0,800.0,12000.0,12800.0,64.19406975255303,1156.1074513109318,0.2075801465416167,1220.5091012100265,0.5812244103165267,0.0005812244103165267,106119,medium,1379,1600,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,18362.3859999999,16526.14739999991,10.0,800.0,18000.0,18800.0,64.19406975255303,1734.1611769663978,0.1816326282239146,1798.5368793471748,0.5085713590269609,0.0005085713590269609,106119,medium,1379,1600,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,18362.3859999999,15608.028099999914,15.0,2400.0,0.0,2400.0,156.12344419266375,0.0,0.23412042149999873,156.35756461416375,1.0340318616249944,0.0010340318616249944,106119,medium,1379,1600,attic_insulation_none
Attic Insulation,Standard Heat Pump,18362.3859999999,15608.028099999914,15.0,2400.0,12000.0,14400.0,156.12344419266375,1156.1074513109318,0.1960479161781935,1312.4269434197738,0.5489341652989418,0.0005489341652989418,106119,medium,1379,1600,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,18362.3859999999,15608.028099999914,15.0,2400.0,18000.0,20400.0,156.12344419266375,1734.1611769663978,0.17154192665591933,1890.4561630857174,0.4803173946365741,0.0004803173946365741,106119,medium,1379,1600,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,139580.4059999996,139580.4059999996,0.0,0.0,0.0,0.0,0.0,0.0,2.093706089999994,2.093706089999994,9.247201897499973,0.009247201897499974,114925,medium,10636,2000,none_none
No Retrofit,Standard Heat Pump,139580.4059999996,139580.4059999996,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,3.068150776670566,1159.1756020876023,8.590822174677584,0.008590822174677583,114925,medium,10636,2000,none_standard_hp
No Retrofit,Cold Climate Heat Pump,139580.4059999996,139580.4059999996,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,2.4545206213364525,1736.6156975877343,6.872657739742068,0.006872657739742068,114925,medium,10636,2000,none_cold_climate_hp
Air Sealing,Gas Furnace,139580.4059999996,125622.36539999963,10.0,1000.0,0.0,1000.0,80.24258719069128,0.0,1.8843354809999942,82.12692267169128,8.322481707749974,0.008322481707749975,114925,medium,10636,2000,air_seal_none
Air Sealing,Standard Heat Pump,139580.4059999996,125622.36539999963,10.0,1000.0,12000.0,13000.0,80.24258719069128,1156.1074513109318,2.7613356990035087,1239.1113742006264,7.731739957209824,0.007731739957209824,114925,medium,10636,2000,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,139580.4059999996,125622.36539999963,10.0,1000.0,18000.0,19000.0,80.24258719069128,1734.1611769663978,2.209068559202807,1816.6128327162917,6.1853919657678595,0.00618539196576786,114925,medium,10636,2000,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,139580.4059999996,118643.34509999964,15.0,3000.0,0.0,3000.0,195.1543052408297,0.0,1.7796501764999946,196.93395541732968,7.860121612874976,0.007860121612874976,114925,medium,10636,2000,attic_insulation_none
Attic Insulation,Standard Heat Pump,139580.4059999996,118643.34509999964,15.0,3000.0,12000.0,15000.0,195.1543052408297,1156.1074513109318,2.60792816016998,1353.8696847119313,7.302198848475944,0.007302198848475944,114925,medium,10636,2000,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,139580.4059999996,118643.34509999964,15.0,3000.0,18000.0,21000.0,195.1543052408297,1734.1611769663978,2.0863425281359844,1931.4018247353633,5.841759078780756,0.0058417590787807555,114925,medium,10636,2000,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,64395.14899999985,64395.14899999985,0.0,0.0,0.0,0.0,0.0,0.0,0.9659272349999977,0.9659272349999977,4.26617862124999,0.0042661786212499905,114332,poor,4353,1500,none_none
No Retrofit,Standard Heat Pump,64395.14899999985,64395.14899999985,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,1.0026459338606557,1157.1100972447923,2.807408614809836,0.0028074086148098362,114332,poor,4353,1500,none_standard_hp
No Retrofit,Cold Climate Heat Pump,64395.14899999985,64395.14899999985,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.851804060254419,1735.0129810266521,2.3850513687123733,0.002385051368712373,114332,poor,4353,1500,none_cold_climate_hp
Air Sealing,Gas Furnace,64395.14899999985,57955.634099999865,10.0,750.0,0.0,750.0,60.181940393018465,0.0,0.869334511499998,61.051274904518465,3.839560759124991,0.003839560759124991,114332,poor,4353,1500,air_seal_none
Air Sealing,Standard Heat Pump,64395.14899999985,57955.634099999865,10.0,750.0,12000.0,12750.0,60.181940393018465,1156.1074513109318,0.9023813404745902,1217.191773044425,2.526667753328853,0.0025266677533288527,114332,poor,4353,1500,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,64395.14899999985,57955.634099999865,10.0,750.0,18000.0,18750.0,60.181940393018465,1734.1611769663978,0.7666236542289772,1795.1097410136454,2.146546231841136,0.0021465462318411357,114332,poor,4353,1500,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,64395.14899999985,54735.876649999875,15.0,2250.0,0.0,2250.0,146.36572893062228,0.0,0.8210381497499981,147.18676708037228,3.626251828062492,0.003626251828062492,114332,poor,4353,1500,attic_insulation_none
Attic Insulation,Standard Heat Pump,64395.14899999985,54735.876649999875,15.0,2250.0,12000.0,14250.0,146.36572893062228,1156.1074513109318,0.8522490437815575,1303.3254292853355,2.3862973225883612,0.0023862973225883613,114332,poor,4353,1500,attic_insulation_standard_hp
