retrofit,heating_system,baseline_heating_btu,post_retrofit_btu,intensity_reduction_pct,retrofit_cost,hp_cost,total_capital,retrofit_annual,hp_annual_capital,annual_op_cost,total_annual_cost,annual_emissions_kg,annual_emissions_tons,household_id,envelope_class,hdd,heated_sqft,scenario_id
No Retrofit,Cold Climate Heat Pump,73596.83799999769,73596.83799999769,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,1.2090806846318862,1735.3702576510298,3.385425916969281,0.003385425916969281,111743,medium,5648,4880,none_cold_climate_hp
Air Sealing,Gas Furnace,73596.83799999769,66237.15419999792,10.0,2440.0,0.0,2440.0,195.79191274528674,0.0,0.9935573129999687,196.7854700582867,4.388211465749862,0.004388211465749862,111743,medium,5648,4880,air_seal_none
Air Sealing,Standard Heat Pump,73596.83799999769,66237.15419999792,10.0,2440.0,12000.0,14440.0,195.79191274528674,1156.1074513109318,1.3382122798104021,1353.237576336029,3.7469943834691257,0.003746994383469126,111743,medium,5648,4880,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,73596.83799999769,66237.15419999792,10.0,2440.0,18000.0,20440.0,195.79191274528674,1734.1611769663978,1.0881726161686975,1931.0412623278532,3.0468833252723533,0.003046883325272353,111743,medium,5648,4880,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,73596.83799999769,62557.31229999803,15.0,7320.0,0.0,7320.0,476.1765047876245,0.0,0.9383596844999704,477.11486447212445,4.14442193987487,0.0041444219398748695,111743,medium,5648,4880,attic_insulation_none
Attic Insulation,Standard Heat Pump,73596.83799999769,62557.31229999803,15.0,7320.0,12000.0,19320.0,476.1765047876245,1156.1074513109318,1.2638671531542685,1633.5478232517105,3.5388280288319516,0.0035388280288319515,111743,medium,5648,4880,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,73596.83799999769,62557.31229999803,15.0,7320.0,18000.0,25320.0,476.1765047876245,1734.1611769663978,1.027718581937103,2211.3654003359593,2.8776120294238887,0.0028776120294238886,111743,medium,5648,4880,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,45942.05699999848,45942.05699999848,0.0,0.0,0.0,0.0,0.0,0.0,0.6891308549999772,0.6891308549999772,3.043661276249899,0.0030436612762498993,104660,medium,5115,3030,none_none
No Retrofit,Standard Heat Pump,45942.05699999848,45942.05699999848,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.8269097267636017,1156.9343610376955,2.315347234938085,0.002315347234938085,104660,medium,5115,3030,none_standard_hp
No Retrofit,Cold Climate Heat Pump,45942.05699999848,45942.05699999848,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.6863983033543237,1734.847575269752,1.9219152493921063,0.0019219152493921063,104660,medium,5115,3030,none_cold_climate_hp
Air Sealing,Gas Furnace,45942.05699999848,41347.851299998634,10.0,1515.0,0.0,1515.0,121.5675195938973,0.0,0.6202177694999794,122.18773736339728,2.7392951486249095,0.0027392951486249094,104660,medium,5115,3030,air_seal_none
Air Sealing,Standard Heat Pump,45942.05699999848,41347.851299998634,10.0,1515.0,12000.0,13515.0,121.5675195938973,1156.1074513109318,0.7442187540872417,1278.4191896589164,2.0838125114442767,0.0020838125114442767,104660,medium,5115,3030,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,45942.05699999848,41347.851299998634,10.0,1515.0,18000.0,19515.0,121.5675195938973,1734.1611769663978,0.6177584730188913,1856.346455033314,1.7297237244528956,0.0017297237244528955,104660,medium,5115,3030,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,45942.05699999848,39050.74844999871,15.0,4545.0,0.0,4545.0,295.658772439857,0.0,0.5857612267499807,296.24453366660697,2.5871120848124143,0.0025871120848124144,104660,medium,5115,3030,attic_insulation_none
Attic Insulation,Standard Heat Pump,45942.05699999848,39050.74844999871,15.0,4545.0,12000.0,16545.0,295.658772439857,1156.1074513109318,0.7028732677490616,1452.469097018538,1.9680451496973723,0.0019680451496973724,104660,medium,5115,3030,attic_insulation_standard_hp
Attic Insulation,Cold Climate Heat Pump,45942.05699999848,39050.74844999871,15.0,4545.0,18000.0,22545.0,295.658772439857,1734.1611769663978,0.5834385578511752,2030.4033879641058,1.6336279619832905,0.0016336279619832905,104660,medium,5115,3030,attic_insulation_cold_climate_hp
No Retrofit,Gas Furnace,44433.12999999987,44433.12999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.666496949999998,0.666496949999998,2.943694862499991,0.002943694862499991,104179,medium,1990,1580,none_none
No Retrofit,Standard Heat Pump,44433.12999999987,44433.12999999987,0.0,0.0,12000.0,12000.0,0.0,1156.1074513109318,0.5581116647127767,1156.6655629756444,1.562712661195775,0.001562712661195775,104179,medium,1990,1580,none_standard_hp
No Retrofit,Cold Climate Heat Pump,44433.12999999987,44433.12999999987,0.0,0.0,18000.0,18000.0,0.0,1734.1611769663978,0.48834770662367966,1734.6495246730215,1.367373578546303,0.001367373578546303,104179,medium,1990,1580,none_cold_climate_hp
Air Sealing,Gas Furnace,44433.12999999987,39989.81699999988,10.0,790.0,0.0,790.0,63.391643880646114,0.0,0.5998472549999981,63.991491135646115,2.6493253762499918,0.002649325376249992,104179,medium,1990,1580,air_seal_none
Air Sealing,Standard Heat Pump,44433.12999999987,39989.81699999988,10.0,790.0,12000.0,12790.0,63.391643880646114,1156.1074513109318,0.502300498241499,1220.0013956898194,1.4064413950761974,0.0014064413950761973,104179,medium,1990,1580,air_seal_standard_hp
Air Sealing,Cold Climate Heat Pump,44433.12999999987,39989.81699999988,10.0,790.0,18000.0,18790.0,63.391643880646114,1734.1611769663978,0.4395129359613117,1797.9923337830053,1.2306362206916728,0.0012306362206916728,104179,medium,1990,1580,air_seal_cold_climate_hp
Attic Insulation,Gas Furnace,44433.12999999987,37768.16049999988,15.0,2370.0,0.0,2370.0,154.17190114025547,0.0,0.5665224074999983,154.73842354775547,2.5021406331249922,0.0025021406331249925,104179,medium,1990,1580,attic_insulation_none
